지역구,지역동,아파트명,가격,세대 수,동 수,면적(㎡),초등학교까지의 소요시간(분),,,,,
강남구,청담동,건영,30억~40억,240,2,104.51 ~ 105.06,13,,,,,
강남구,청담동,골든아트빌(주상복합),-,19,1,173.52 ~ 201.9,2,,,,,
강남구,청담동,구산,17억~23억 5000,37,1,75.06 ~ 144.54,15,,,,,
강남구,청담동,뉴현대리버빌,35억,15,1,144.04 ~ 201.03,11,,,,,
강남구,청담동,대우로얄카운티II,50억,13,1,235.03 ~ 263.21,3,,,,,
강남구,청담동,대우로얄카운티III,50억~52억,19,1,261.83 ~ 300.19,4,,,,,
강남구,청담동,대우로얄카운티V,50억,12,1,244.85 ~ 276.67,15,,,,,
강남구,청담동,대우리츠카운티,39억~40억,19,1,179.45 ~ 280.25,6,,,,,
강남구,청담동,대우멤버스카운티Ⅱ,23억~25억,17,1,152.57 ~ 173.95,14,,,,,
강남구,청담동,더리버스청담(주상복합),-,12,1,49.5,11,,,,,
강남구,청담동,더헤리움(A동/도시형),-,10,1,48.68 ~ 68.97,14,,,,,
강남구,청담동,더헤리움(B동),10억 9900~11억,8,1,40.64 ~ 57.87,16,,,,,
강남구,청담동,동궁빌리지,-,16,1,139.29 ~ 147.77,7,,,,,
강남구,청담동,두산,58억~65억,12,1,235.35 ~ 245.52,3,,,,,
강남구,청담동,디아트(주상복합),-,16,1,150.68,8,,,,,
강남구,청담동,라테라스청담(도시형),3억 4000~8억,88,1,26.86 ~ 60.22,9,,,,,
강남구,청담동,마크힐스1/2단지,63억~125억,38,2,260.18 ~ 388.14,11,,,,,
강남구,청담동,목화,30억~35억,19,1,149.56 ~ 260.04,8,,,,,
강남구,청담동,빌폴라리스,55억,19,1,203.81,13,,,,,
강남구,청담동,삼성청담공원,17억 8000~27억,391,8,81.95 ~ 132.18,13,,,,,
강남구,청담동,삼익,33억~41억,888,12,113.17 ~ 174.35,1,,,,,
강남구,청담동,삼호,39억,45,3,192.43 ~ 256.11,6,,,,,
강남구,청담동,삼환,14억~19억,184,1,40.47 ~ 148.99,4,,,,,
강남구,청담동,상지리츠빌10차,38억,17,1,174.04 ~ 203.87,5,,,,,
강남구,청담동,상지리츠빌4차,40억,38,2,196.18 ~ 281.45,5,,,,,
강남구,청담동,상지리츠빌5차,30억~40억,52,3,150 ~ 263.51,10,,,,,
강남구,청담동,상지리츠빌6차,-,19,1,168.21 ~ 256.07,7,,,,,
강남구,청담동,상지리츠빌9차,40억,12,1,196.02 ~ 219.25,5,,,,,
강남구,청담동,상지리츠빌카일룸2차,85억~90억,15,1,281.6,14,,,,,
강남구,청담동,상지리츠빌카일룸3차,-,19,1,248 ~ 345.79,14,,,,,
강남구,청담동,상지카일룸,-,17,1,272.71 ~ 305.46,14,,,,,
강남구,청담동,신동아,25억~27억,106,1,103.81,5,,,,,
강남구,청담동,씨티2차,-,37,2,97.87 ~ 242.41,6,,,,,
강남구,청담동,씨티3차,35억,19,1,166.54 ~ 263.9,7,,,,,
강남구,청담동,아노스카운티빌라트,-,5,1,183.2 ~ 252.08,7,,,,,
강남구,청담동,에비뉴나인티(도시형),15억 3800~16억 8000,28,1,65.85 ~ 68.31,7,,,,,
강남구,청담동,에테르노청담,-,29,1,344.54 ~ 1168.21,9,,,,,
강남구,청담동,연세2차,30억,13,1,147.69,5,,,,,
강남구,청담동,연세리버빌,-,19,1,266.58 ~ 275.19,5,,,,,
강남구,청담동,연세리버빌3차,55억,19,1,226.86 ~ 263.82,5,,,,,
강남구,청담동,연세리버테라스,-,19,1,269.49 ~ 271.12,3,,,,,
강남구,청담동,연세힐하우스I,32억~35억,18,1,120.7 ~ 211.2,4,,,,,
강남구,청담동,연세힐하우스II,-,6,1,186.79 ~ 268.47,5,,,,,
강남구,청담동,우성,-,25,1,74.11 ~ 131.09,4,,,,,
강남구,청담동,이니그마빌II,-,16,1,278.58 ~ 330.8,5,,,,,
강남구,청담동,이니그마빌Ⅰ,50억,14,1,271.08 ~ 271.22,5,,,,,
강남구,청담동,진흥,27억~40억,375,4,107.19 ~ 180.67,9,,,,,
강남구,청담동,청담CJ빌리지,26억~27억,11,1,171.37 ~ 172.62,7,,,,,
강남구,청담동,청담e-편한세상1차,21억~30억,271,4,87.2 ~ 165.32,4,,,,,
강남구,청담동,청담e-편한세상2차,23억~24억,142,3,103.39 ~ 193.59,1,,,,,
강남구,청담동,청담e-편한세상2차(204동),-,41,1,96.9 ~ 174.43,1,,,,,
강남구,청담동,청담e-편한세상2차(205동),-,41,1,96.52 ~ 144.98,2,,,,,
강남구,청담동,청담e-편한세상3차,21억 3000~22억,49,1,89.48 ~ 180.14,2,,,,,
강남구,청담동,청담e-편한세상4차,22억 8000~35억,94,2,106.23 ~ 160.85,3,,,,,
강남구,청담동,청담갤러리파크,-,6,1,197.44 ~ 266.27,13,,,,,
강남구,청담동,청담그랑빌(주상복합),-,19,1,87.18 ~ 125.21,9,,,,,
강남구,청담동,청담대우로얄카운티6차,34억,12,1,179.25 ~ 206.49,1,,,,,
강남구,청담동,청담대우로얄카운티Ⅰ,47억,17,1,236.98 ~ 265.13,5,,,,,
강남구,청담동,청담대우멤버스카운티10차,-,15,1,151.64 ~ 185.42,9,,,,,
강남구,청담동,청담대우멤버스카운티11차,29억~32억,18,1,156.01 ~ 183.28,10,,,,,
강남구,청담동,청담대우멤버스카운티8차,-,10,1,124.81 ~ 153.3,9,,,,,
강남구,청담동,청담대우멤버스카운티9차,-,10,1,97.09 ~ 136.45,9,,,,,
강남구,청담동,청담대우멤버스카운티V,-,19,1,170.31 ~ 185.53,8,,,,,
강남구,청담동,청담대우멤버스카운티VI,-,19,2,162.15 ~ 213.86,9,,,,,
강남구,청담동,청담대우멤버스카운티Vll,-,19,2,158.89 ~ 187.69,9,,,,,
강남구,청담동,청담대우멤버스카운티XII,-,16,1,148.44 ~ 213.71,9,,,,,
강남구,청담동,청담대우멤버스카운티Ⅲ,30억,19,1,165.88 ~ 181.8,8,,,,,
강남구,청담동,청담대우유로카운티,23억 5000~35억,196,4,99.92 ~ 213.46,11,,,,,
강남구,청담동,청담동양파라곤,53억~70억,92,2,204.84 ~ 290.11,10,,,,,
강남구,청담동,청담디에브스,17억,18,1,60.24 ~ 152.35,11,,,,,
강남구,청담동,청담래미안로이뷰,27억~40억,177,1,136.11,10,,,,,
강남구,청담동,청담린든그로브,37억~38억,114,5,114.36 ~ 277.45,12,,,,,
강남구,청담동,청담마크노빌,-,12,1,292.02 ~ 357.49,6,,,,,
강남구,청담동,청담범신칼릭스빌,25억,18,1,104.55,10,,,,,
강남구,청담동,청담범신칼릭스빌2차,30억~33억,18,1,121.47,11,,,,,
강남구,청담동,청담범신칼릭스빌3차,-,12,1,55.78 ~ 55.82,9,,,,,
강남구,청담동,청담브르넨,70억~130억,8,1,204.36 ~ 257.62,5,,,,,
강남구,청담동,청담삼성,23억,16,2,145.21 ~ 197.39,13,,,,,
강남구,청담동,청담삼성1차,16억 5000~20억,158,1,79.1 ~ 112.37,3,,,,,
강남구,청담동,청담삼성3차,-,217,2,86.34 ~ 163.55,4,,,,,
강남구,청담동,청담상지리츠빌3차,35억,24,3,202.62 ~ 278.52,7,,,,,
강남구,청담동,청담상지리츠빌7차,-,10,1,215.78,3,,,,,
강남구,청담동,청담상지리츠빌8차,-,18,2,207.8 ~ 294.23,7,,,,,
강남구,청담동,청담스위트(도시형),2억 2500~2억 6000,124,1,19.28 ~ 22.62,4,,,,,
강남구,청담동,청담스테이,6억 3500~9억 2000,16,1,30.26 ~ 33.83,4,,,,,
강남구,청담동,청담신동아빌라트,-,18,1,183.75 ~ 239.63,1,,,,,
강남구,청담동,청담신원아침도시마인(도시형),3억 3000~8억 5000,89,1,34.92 ~ 71.31,7,,,,,
강남구,청담동,청담아르지움(도시형),4억 7000~13억 8000,29,1,24.74 ~ 67.93,4,,,,,
강남구,청담동,청담아이파크,31억~45억,108,1,137.01 ~ 137.11,12,,,,,
강남구,청담동,청담어퍼하우스,66억~68억,18,1,225.49 ~ 313.26,10,,,,,
강남구,청담동,청담연세파크빌,-,18,1,264.25 ~ 266.66,15,,,,,
강남구,청담동,청담영풍마드레빌,21억,49,1,103.39 ~ 147.24,1,,,,,
강남구,청담동,청담우방,17억~21억,100,1,83.51 ~ 149.27,2,,,,,
강남구,청담동,청담자이,22억~40억,708,5,70.8 ~ 120.58,8,,,,,
강남구,청담동,청담파라곤Ⅱ 1단지,40억~45억,18,1,174.06 ~ 291.05,2,,,,,
강남구,청담동,청담파라곤Ⅱ 2단지,-,17,2,164.82 ~ 254.27,3,,,,,
강남구,청담동,청담파크빌,-,10,1,71.28 ~ 93.49,7,,,,,
강남구,청담동,청담포레,-,11,1,185.55 ~ 267.54,15,,,,,
강남구,청담동,청담현대3차,22억~37억,317,4,91.43 ~ 142.19,11,,,,,
강남구,청담동,청담현대빌라트,-,16,1,179.8 ~ 196.53,6,,,,,
강남구,청담동,청담휴먼스타빌,8억 4000~10억 5000,191,1,48.42 ~ 258.36,7,,,,,
강남구,청담동,청담힐,-,30,2,171.61 ~ 227.31,6,,,,,
강남구,청담동,퍼즐하우스,-,15,1,70.35 ~ 343.66,6,,,,,
강남구,청담동,하우스에딘브로우,30억,16,2,183.11,1,,,,,
강남구,청담동,한신오페라하우스,21억 5000~30억,63,2,101.53 ~ 160.24,1,,,,,
강남구,청담동,한신오페라하우스2차,-,42,1,108.53 ~ 177.62,1,,,,,
강남구,청담동,헤스티아,-,4,1,135.91 ~ 184.03,14,,,,,
강남구,청담동,현대(43-1),-,19,1,166.51 ~ 174.24,2,,,,,
강남구,청담동,현대1차,26억,96,2,103.32 ~ 172.47,12,,,,,
강남구,청담동,현대2차,20억 5000~21억,214,2,97.75 ~ 97.9,7,,,,,
강남구,청담동,현대한강,-,18,1,156.58 ~ 204.25,8,,,,,
강남구,청담동,호원,50억,12,1,276.4 ~ 276.66,3,,,,,
강남구,청담동,효성청담101,-,35,2,256.96 ~ 315.31,3,,,,,
강남구,청담동,효성청담101 2차,79억~82억,28,1,226.93 ~ 289.61,2,,,,,
강남구,청담동,흥화(청담매스터빌),-,19,1,204.09 ~ 274.11,2,,,,,
